Model,Scenario,Variable,Short Name,Unit,Region,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Technology Indicators,Release 2023.1,Annual Production|Shotgun Sanger DNA Sequencing,DNA Sequencing,Kilobases,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400720,37467912,65732532,101584260,123323652,134985216,121453140,32444760,17432604,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Gold,Gold Production,Metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,395,451,496,526,575,608,623,668,687,689,699,705,694,663,704,685,631,578,550,507,498,481,554,592,591,602,597,603,609,648,695,754,793,841,924,1030,1100,1170,1230,1310,1080,1120,896,813,762,860,900,932,964,879,883,868,864,965,947,978,1020,1050,1130,1190,1230,1290,1340,1390,1440,1450,1420,1440,1450,1480,1450,1390,1350,1250,1200,1210,1210,1210,1210,1220,1280,1340,1400,1460,1530,1610,1660,1870,2010,2180,2160,2260,2280,2260,2230,2290,2450,2500,2570,2590,2600,2550,2540,2420,2470,2370,2350,2300,2490,2590,2680,2740,2960,3040,3110,3190,3270,3310,,,,
Technology Indicators,Release 2023.1,Annual Production|Silver,Silver Production,Metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,7,8.7,11,10,9.1,10,18,19,24,26,49,63,42,163,247,311,369.9,477.7,707,634.7,461.6,444.9,423.7,386.1,452,474,375.6,315.6,374.9,532.5,496.7,549.8,674.9,694,588,667.4,700.2,665.9,700.9,664.3,499.8,564.6,634.2,566.2,519.3,365.3,467.2,689.2,785.3,724,728,753,791.3,785.3,806.4,812.4,731.5,753.6,900,944,1041,1113,1216,1285,1296,1219,1206,1071,795.7,704.7,551,500.6,550,581.9,641.2,684.2,694.2,817.1,836.6,937.4,961,938.9,1032,1014,1031.1,1005.2,949,1103,1161.5,1135,1118,1233,1277,1322,1426,1488,1379,1353,1443,1233,1376,1437,1587,1569,1667,1691,1657,1756,1861,1854,1950,2018,1853,1956,1925,1909,1968,2297,2149,2582,2598,2773,2916,3294,3706,4388,4866,5557,5601,4746.467,107.2475,73.809,35.656,19.8862,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Sulphuric Acid,Sulphuric Acid,Thousand metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,387,0,200,0,0,598,43,47,45,55,832,86,87,346,113,1054,216,238,246,287,1212,294,328,392,405,1400,444,516,615,623,1468,717,826,833,1981,3002,1018,1133,1208,2673,1664,1789,1805,1815,3972,2416,2587,2747,5952.5,5244,2063,430,1495,1924.5,5082,1674.5,5013,1874.2,5769.8,2091,10923,2981,9484,4906,13308,5990,9400,5116,5616,6798,11280,8016,15035,15915,14935,14882,14659,14785.7,15184.9,14796.9,13146.9,15709.6,18872.8,21754.1,23190.6,26587.4,28803,29005,30867,33726,37483,39641,41032,41763,45558,48191,49193,52290,56356,62353,67786,74674,76828.5,79313,83119,86219,88171,94832,101128,105920,100041,106159,116218,122670,127591,130450,126270,116835,126143,133153,128659,124647,128062,135587,128803,123242,105837,101822,93338,73692,78025,77815,80875,82187,86467,80342,81514,85070,73858,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Hydrochloric Acid,Hydrochloric Acid,Thousand metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2.7,54.6,6.5,67,15,106,37,155.7,44.7,165.8,47.5,245.7,299.7,338.6,368.7,379.6,318,417.1,437.1,481.5,611.5,692.3,683.4,774.7,783,855.6,941.8,986.6,880.2,1020.9,1064.3,1034.2,1194.5,1225.1,1422.7,1556.4,1730.7,1881.5,2025.3,2295.7,2445.9,2580.6,2806.5,3065.6,3003.5,2647.8,3156.7,4286.6,4562.5,4951.2,4946.6,4742,4774.1,4950.5,5388.4,5413.2,5229.8,6089.4,6521,6686,6536,7203,7464,4396,4618,4805,4959,5393,5453,5378,5315,4933,4990,5008,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Nitric Acid,Nitric Acid,Thousand metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,3.4,112,13,112,28,120,38,213.4,82.3,254.6,91.6,424.5,517.1,590,576,455.9,540.1,1100.1,1063.5,1061.3,1257.5,1436.5,1553.5,1682.8,2388,2664,2670,2870,2770,3170,3417.6,3510.1,3831.1,4408,4943,5126,5761,6686,6896.5,7582,8094,8192,8773,9694,9171,8128,8186,8606,8648,9577,10366,10406,9014,8582,9567,8927,7951,8407,9049,9320,7939,8799,8962,9138,9541,9679,10092,11129,10856,10572,10435,8730,8694,7371,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Caustic Soda,Caustic Soda,Thousand metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,0,0,0,79,2.8,2.3,3,3,120,0,0,0,0,269.4,0,0,0,0,292.7,4.1,229,8.8,416,22,476,22,540,23,718,39,648,77,743,191,934,299,1251.1,447,1407.9,406,1631,1656,1840,1855,1792,1769,1998,2317,2330,2690,3410,3354.1,3704,3957,4555,5044,5260,5036,6004,6439,6424,7053,7614,8466,9243,10277,11298,12064,13670,14536,14513,15343,16253,16850,14735,15671,16712,17439,19368,19005,17930,16827,17750,19085,19208,19547,20987,20597,22223,21565,23310,23864,23774,24245,14430,15286,15769,15168,15740,16995,18065,18904,18712,1296.71,1351.878,1375.175,1423.541,1342.353,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Synthetic Filaments,Synthetic Filaments,Thousand metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1,1.3,14.4,2.3,3,3,3.1,2.7,4.5,6.1,10.5,33.6,48.6,64.7,82.9,94.2,131.1,158.6,195.5,206.8,229.2,242.9,310,369,483.2,600.9,826.8,859.7,1002.7,1106.1,1243.2,1189.2,1152.7,946.3,552,731.5,879.5,1174.8,1180.4,1662.2,1897.3,1706.1,2012.8,2189.3,2512.8,2657.7,2848.5,2688.6,3048.3,3265.1,3483.5,3869.5,4351.6,4951.1,5355,5807.9,6135.6,7248.6,7862.4,8191,9147.7,10040.1,11198.8,10885,10101.9,11458.3,12038,12810.1,13403.1,12793.2,13062.5,12155.1,12895.9,13565.4,13841.3,13985.2,14553,14397.1,13757.3,12227.6,12672.6,13111.9,12906.7,10693.4,10828.3,11082.2,11236.1,11301,59,,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Tin Refining,Tin Refining,Thousand metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.1,4.9,77.8,77.1,82.3,87.9,81.1,69.7,73.2,79.2,77,85.7,85.1,98.2,103.2,103.2,103,125.2,131,121.6,109.7,68,67.4,70.4,79.9,110.8,123,89.3,109.3,161.6,155.7,27.1,34.7,15.7,7.6,15.5,36.6,57.2,70.2,76.5,73.6,71.1,74.1,85.2,85.3,86,91.5,69.5,73.4,108.6,112.1,124.2,126.3,115,122.1,131.6,145.7,156.6,156,156.8,164.5,171.1,166.4,167.4,163.7,164.9,160.1,179.3,184.9,186,186.5,166.9,146.9,143.9,144.7,143.2,146.9,172.5,186.9,190.4,176.6,170.6,176.5,189.7,189.7,201.6,199.7,204.8,210.7,213.63,235.03,221.83,218.73,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production| Zinc Refining,Zinc Refining,Thousand metric tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.4,1.4,1.5,1.6,1.9,1.8,2.9,3.4,3.9,4.9,6.3,7.1,8.7,12,15,15,14,18,19,23,27,31,33,35,37,39,46,51,53.2,58.2,73.2,79.5,72.3,68.3,81.3,74.4,91.6,105,117,112,128,142,144.3,169.3,185.6,205,251,213.1,276,307.5,330.6,396.5,403.7,411.4,573.9,778.3,800.2,660,582.6,591.8,301.7,528,695,697,761.3,839.9,829.4,877,907,806,589,441,603,674,791,892,968,843,969,1167.2,1387.7,1506.3,1585.2,1461.5,1363.6,1251.7,1339.6,1369.3,1337.3,1459,1497.5,1551,1613.9,1517,1774.4,1810.9,1834.4,1656.3,1756.3,1817.4,1924.7,2069,2175.4,2361.7,2552.4,2669.5,2659.7,2938.7,3128.7,2992.9,2958,3131.7,3289,2967,2571,2698.6,2775.7,2810.2,3063.2,2823,2882,2759.5,2962.5,3119.8,3305.3,3214.5,3377.5,3463.7,3476.5,3501.5,3723.5,3898.5,4036.5,4421,4443.5,4501.5,4822.5,4997,5184,5618,5801,6223,6547,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Cumulative Shipments|Postal and Telegraph Traffic,Postal and Telegraph Traffic,Number of items mailed and receieved,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,141.2,183.5,156.8,157.5,161.6,162.9,174.1,177,266.3,361.9,396,413.6,424.7,460.8,500,562.2,617.5,667.3,754.1,839.1,817.3,954.6,1047.1,1170.1,1222.8,1368.6,1487.9,1551.7,1613.9,1673.3,1863.6,1996.5,2115.9,2275.7,2392.5,2450.6,2631.4,2792.2,2824.5,3118.5,3241.8,3558.6,3836.9,4105.3,4289.8,4671,4963.6,5335.5,5565.2,5953.6,6587,6749.3,7233.8,7560.2,7857.8,11963.6,12006.2,12767.3,13498.6,14103.3,15005.3,15828.8,16448.3,16856.6,17816.5,19017.2,19870,21483.6,22651.1,24617.7,25053.1,27414.9,29664.4,31385.6,33886.5,36292.2,38581.4,40917.1,42785.2,42805.9,46625.8,48490.1,50823.3,20126.9,10312.5,11979,12864.7,11367.2,22824.4,28952.2,29379.9,30943.1,53883.1,31527,34507.1,62826.5,66178.2,69349,71108.1,71597.3,68484.6,64345.9,59900.2,60988.1,63969.9,65833.8,68188.8,68644.6,66885.9,66879.1,69208.8,56715.1,52858.8,53777.4,59521.7,67753.1,72006.5,78302.9,84920.5,92901,97849.4,102723.8,107544.5,105569.8,113921.4,121200,128535.6,128214,133666,144449,146943,152500,157340,156075,164092.2,170402,174623,176812,183884,185834,191255,194255,198497,198747,198859,195908,197699,209121,220203,224164,229161,234349,243286,253028,270220,280851,294911,307349,319237,322176,302913,305561,301816,45571,28197,28322,28474,28963,24523,26641,,,,,,,,,,,,,,,,,,,,,,
Technology Indicators,Release 2023.1,Annual Production|Marine Energy,On-Grid Marine Energy,Installed electricity Capacity MW,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.75,239.25,242.25,243.25,242.25,240.25,239.25,241.55,244.55,245.265,249.595,502.68,509.409,509.616,513.027,512.526,518.656,522.251,526.254,524.734,524.141,524.141,
Technology Indicators,Release 2023.1,Annual Production|Primary Bauxite,Primary Bauxite Production,Metric Tons,World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113000000,111000000,105000000,110000000,106000000,112000000,117000000,122000000,123000000,129000000,136000000,137000000,144000000,153000000,164000000,178000000,193000000,221000000,227000000,210000000,238000000,259000000,258000000,,,,,,,,,,
